+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                               long                                                                                              |
+-----------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+
| symbol    | adg_weighted_per_exposure | hrs_stuck_max | pa_distance_mean | pa_distance_std | loss_profit_ratio | eqbal_ratio_mean_of_10_worst | eqbal_ratio_std | n_days  | score               |
| VETUSDT   | 0.000593                  | 84.5          | 0.01415          | 0.01371         | 0.2584            | 0.8426                       | 0.008352        | 1121.67 | -36012.50059296796  |
| AAVEUSDT  | 0.0005839                 | 93.43         | 0.01933          | 0.01657         | 0.1665            | 0.9049                       | 0.005849        | 876.71  | -36012.50058388125  |
| RUNEUSDT  | 0.0005776                 | 69.4          | 0.0169           | 0.01701         | 0.1003            | 0.8164                       | 0.008792        | 918.71  | -36012.500577551094 |
| ADAUSDT   | 0.0005767                 | 93.52         | 0.009213         | 0.008553        | 0.09412           | 0.9103                       | 0.004265        | 1135.67 | -36012.50057670255  |
| IOTAUSDT  | 0.0005618                 | 92.18         | 0.008889         | 0.01147         | 0.2907            | 0.8693                       | 0.007376        | 1123.67 | -36012.50056181319  |
| XLMUSDT   | 0.0005537                 | 83.03         | 0.01132          | 0.009547        | 0.07761           | 0.8761                       | 0.007742        | 1146.67 | -36012.5005536952   |
| QTUMUSDT  | 0.000542                  | 76.0          | 0.009022         | 0.01176         | 0.1641            | 0.8912                       | 0.006172        | 1115.67 | -36012.500542001086 |
| DASHUSDT  | 0.0005366                 | 92.95         | 0.01397          | 0.01339         | 0.067             | 0.8071                       | 0.007234        | 1131.67 | -36012.50053658282  |
| ETHUSDT   | 0.0005229                 | 91.2          | 0.01109          | 0.00898         | 0.1076            | 0.9366                       | 0.00359         | 1166.0  | -36012.500522931725 |
| COMPUSDT  | 0.0005132                 | 89.67         | 0.02078          | 0.01997         | 0.09792           | 0.9163                       | 0.006393        | 984.62  | -36012.500513239844 |
| BELUSDT   | 0.0005092                 | 70.9          | 0.01624          | 0.0201          | 0.01059           | 0.7806                       | 0.009926        | 843.71  | -36012.500509219164 |
| MTLUSDT   | 0.0004981                 | 89.22         | 0.02034          | 0.02432         | 0.08292           | 0.8641                       | 0.008814        | 710.71  | -36012.50049806788  |
| AVAXUSDT  | 0.0004683                 | 76.45         | 0.02148          | 0.01844         | 0.1758            | 0.9012                       | 0.008186        | 899.71  | -36012.50046825843  |
| MATICUSDT | 0.0004352                 | 69.15         | 0.01408          | 0.01106         | 0.06915           | 0.9342                       | 0.005823        | 870.71  | -36012.50043521902  |
| LRCUSDT   | 0.000426                  | 93.33         | 0.02248          | 0.02473         | 0.1183            | 0.8246                       | 0.00869         | 873.71  | -36012.50042596251  |
| RVNUSDT   | 0.000416                  | 88.23         | 0.01949          | 0.02158         | 0.1513            | 0.9087                       | 0.006837        | 746.71  | -36012.50041597241  |
| KNCUSDT   | 0.0003841                 | 95.88         | 0.01512          | 0.01408         | 0.0437            | 0.946                        | 0.00306         | 992.67  | -36012.50038411075  |
| STORJUSDT | 0.0003371                 | 81.78         | 0.02363          | 0.02451         | 0.1001            | 0.8904                       | 0.007564        | 906.71  | -36012.50033707322  |
| IOSTUSDT  | 0.0002352                 | 85.27         | 0.01851          | 0.01583         | 0.007159          | 0.961                        | 0.002352        | 1114.67 | -36012.50023516994  |
| MKRUSDT   | 0.0002287                 | 90.82         | 0.02016          | 0.01841         | 0.02901           | 0.8722                       | 0.00878         | 940.71  | -36012.50022870636  |
| WAVESUSDT | 0.0002261                 | 85.78         | 0.02244          | 0.02284         | 0.2589            | 0.8499                       | 0.009948        | 941.71  | -36012.500226123375 |
| BTCUSDT   | 0.0001376                 | 94.38         | 0.01316          | 0.009641        | 0.1623            | 0.9522                       | 0.003705        | 1166.0  | -36012.50013756314  |
| DOGEUSDT  | 0.0001312                 | 94.67         | 0.0157           | 0.02187         | 0.2565            | 0.8113                       | 0.006207        | 974.62  | -36012.50013118849  |
| BNBUSDT   | 8.199e-05                 | 112.2         | 0.0176           | 0.01255         | 0.04589           | 0.9552                       | 0.002084        | 1125.67 | -35850.16674865546  |
| AXSUSDT   | 0.0002655                 | 149.9         | 0.02749          | 0.02236         | 0.2043            | 0.8311                       | 0.006025        | 841.71  | -35473.4176963332   |
| YFIUSDT   | 0.0002598                 | 150.7         | 0.02547          | 0.02154         | 0.2688            | 0.8526                       | 0.00634         | 922.71  | -35465.2862604019   |
| MANAUSDT  | -0.001883                 | 11.27         | 0.00782          | 0.01455         | 0.9863            | 0.7611                       | 0.009901        | 726.71  | -29149.42291345852  |
| UNFIUSDT  | -0.005561                 | 67.28         | 0.01328          | 0.01011         | 1.014             | 0.5691                       | 0.004419        | 750.71  | -28876.706665686434 |
| SOLUSDT   | -0.001509                 | 28.57         | 0.0106           | 0.02314         | 1.095             | 0.8096                       | 0.01023         | 908.71  | -27837.940670001863 |
+-----------+---------------------------+---------------+------------------+-----------------+-------------------+------------------------------+-----------------+---------+---------------------+

