trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,actual_balance,apparent_balance,liq_price,timestamp,progress,drawdown,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
3207820,3.504,buy,shrt,close,9.6,0.04512000000000142,-0.006054912,22.7,3.6171832599118945,-0.0,,1.0,87.0482279306,39.61975793059999,0.0,53.66045000000012,-14.040692069399999,89.61975793060002,29.843379390889808,0.0,1615476562362.0,0.39959987941571434,0.02954143997107196,1.7409645586120002,10.083147835648148,1.056526591967725,0.23881833333333333,0.0,0.23881833333333333
3207835,3.5048,sel,shrt,entry,-9.6,0.0,-0.0060562944,22.7,3.6171832599118945,-9.6,3.5048,1.0,87.07963163620002,39.61370163619999,0.0,53.66045000000012,-14.046748363799999,89.61370163620002,29.84136264485461,0.0,1615476564051.0,0.3996017479738601,0.02910060541581985,1.7415926327240003,10.083167384259259,1.0565642742902415,0.2392875,0.00046916666666666667,0.2392875
3208056,3.5001,buy,shrt,close,9.6,0.04511999999999716,-0.0060481728,22.7,3.6171832599118945,-0.0,,1.0,86.99271346340001,39.65277346339999,0.0,53.705570000000115,-14.052796536599999,89.65277346340001,29.854373563312205,0.0,1615476581333.0,0.39962927806387477,0.030577963304008842,1.7398542692680001,10.083367407407408,1.0564584855437542,0.24408805555555554,0.0,0.24408805555555554
3208081,3.4996,sel,shrt,entry,-9.6,0.0,-0.0060473088,22.7,3.6171832599118945,-9.6,3.4996,1.0,86.97889615460001,39.64672615459999,0.0,53.705570000000115,-14.058843845399998,89.6467261546,29.852359809481804,0.0,1615476582390.0,0.3996323923274511,0.03067215287784384,1.739577923092,10.083379641203704,1.05644177267021,0.24438166666666666,0.00029361111111111113,0.24438166666666666
3208130,3.4949,buy,shrt,close,9.6,0.04512000000000142,-0.006039187200000001,22.7,3.6171832599118945,-0.0,,1.0,86.9077069674,39.68580696739999,0.0,53.75069000000012,-14.0648830326,89.6858069674,29.865373720144202,0.0,1615476583087.0,0.3996384962840607,0.031966094802640344,1.738154139348,10.083387708333333,1.0563559436293297,0.24457527777777777,0.0,0.24457527777777777
3208254,3.4884,sel,shrt,entry,-9.7,0.0,-0.0060907464,22.7,3.6171832599118945,-9.7,3.4884,1.0,86.76023622099999,39.67971622099999,0.0,53.75069000000012,-14.070973779,89.67971622099999,29.863345501593,0.0,1615476583885.0,0.39965394303139923,0.03364997753767478,1.7352047244199997,10.083396944444445,1.0561779876351338,0.24479694444444444,0.00022166666666666667,0.24479694444444444
3208327,3.4837,buy,shrt,close,9.7,0.045590000000001435,-0.006082540199999999,22.7,3.6171832599118945,-0.0,,1.0,86.6868836808,39.71922368079999,0.0,53.796280000000124,-14.077056319199999,89.7192236808,29.876501485706402,0.0,1615476585743.0,0.3996630366810421,0.034980378475315155,1.733737673616,10.083418449074074,1.05608927361586,0.24531305555555555,0.0,0.24531305555555555
3208422,3.4802,sel,shrt,entry,-9.7,0.0,-0.0060764292,22.7,3.6171832599118945,-9.7,3.4802,1.0,86.6049272516,39.71314725159999,0.0,53.796280000000124,-14.083132748399999,89.7131472516,29.874478034782804,0.0,1615476587135.0,0.39967487088263215,0.03588964391102331,1.7320985450320001,10.083434560185186,1.0559901196064916,0.24569972222222222,0.00038666666666666667,0.24569972222222222
3208754,3.4755,buy,shrt,close,9.7,0.045590000000001435,-0.006068222999999999,22.7,3.6171832599118945,-0.0,,1.0,86.53418902860001,39.752669028599996,0.0,53.84187000000013,-14.089200971399999,89.75266902860001,29.887638786523805,0.0,1615476596802.0,0.3997162283029257,0.037193160716353105,1.7306837805720001,10.083546446759259,1.0559039120289107,0.248385,0.0,0.248385
3208839,3.4705,sel,shrt,entry,-9.7,0.0,-0.006059493,22.7,3.6171832599118945,-9.7,3.4705,1.0,86.4311995356,39.746609535599994,0.0,53.84187000000013,-14.095260464399999,89.74660953560002,29.885620975354808,0.0,1615476597608.0,0.39972681679908517,0.038358949289306526,1.728623990712,10.083555775462964,1.0557791639628318,0.24860888888888888,0.0002238888888888889,0.24860888888888888
