+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                     long                                                                                    |
+--------------+---------------+-------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+
| symbol       | adg_w_per_exp | adg_per_exp | hrs_stuck_max | pa_dist_mean | pa_dist_std | loss_profit_rt | eqbal_rt_10_worst_mean | eqbal_rt_std | n_days  | score          |
| STMXUSDT     | 0.001956      | 0.002216    | 83.73         | 0.01082      | 0.01706     | 0.0            | 0.7364                 | 0.0155       | 778.71  | -22518.0019563 |
| CELRUSDT     | 0.001947      | 0.002082    | 61.13         | 0.01558      | 0.01533     | 0.0            | 0.8291                 | 0.008267     | 771.71  | -22518.0019473 |
| KLAYUSDT     | 0.001943      | 0.001764    | 78.43         | 0.01789      | 0.01848     | 0.0            | 0.8861                 | 0.00878      | 574.85  | -22518.0019428 |
| HOTUSDT      | 0.001942      | 0.001883    | 74.45         | 0.01602      | 0.01893     | 0.0            | 0.8014                 | 0.01003      | 770.71  | -22518.001942  |
| LITUSDT      | 0.001922      | 0.002101    | 64.95         | 0.01591      | 0.01396     | 0.0            | 0.8429                 | 0.01061      | 810.71  | -22518.0019218 |
| RENUSDT      | 0.001861      | 0.001752    | 75.35         | 0.01881      | 0.01773     | 0.0            | 0.8394                 | 0.008476     | 938.71  | -22518.0018608 |
| SKLUSDT      | 0.001822      | 0.001865    | 78.35         | 0.01312      | 0.01243     | 0.0            | 0.8887                 | 0.005774     | 882.68  | -22518.0018224 |
| RLCUSDT      | 0.001796      | 0.001896    | 88.68         | 0.01997      | 0.01913     | 0.0            | 0.8107                 | 0.01502      | 1012.71 | -22518.0017964 |
| API3USDT     | 0.001784      | 0.001952    | 86.68         | 0.0178       | 0.01685     | 0.0            | 0.7771                 | 0.01453      | 441.85  | -22518.0017843 |
| ZENUSDT      | 0.001777      | 0.002294    | 94.27         | 0.01899      | 0.01744     | 0.0            | 0.7558                 | 0.0131       | 896.71  | -22518.0017771 |
| NKNUSDT      | 0.001768      | 0.001672    | 82.33         | 0.01782      | 0.01757     | 0.0            | 0.7877                 | 0.009239     | 760.71  | -22518.001768  |
| SFPUSDT      | 0.001745      | 0.001611    | 95.03         | 0.01441      | 0.01982     | 0.0            | 0.5742                 | 0.01531      | 804.71  | -22518.0017451 |
| ZRXUSDT      | 0.001712      | 0.001787    | 93.3          | 0.01546      | 0.01528     | 0.0            | 0.8148                 | 0.009812     | 1049.62 | -22518.0017122 |
| REEFUSDT     | 0.001707      | 0.001903    | 77.52         | 0.01738      | 0.01701     | 0.0            | 0.8335                 | 0.009084     | 806.7   | -22518.0017073 |
| FLMUSDT      | 0.001705      | 0.00209     | 93.57         | 0.01776      | 0.01898     | 0.0            | 0.7203                 | 0.01627      | 952.71  | -22518.0017046 |
| ENJUSDT      | 0.001696      | 0.002087    | 90.03         | 0.01465      | 0.01676     | 0.0            | 0.6779                 | 0.01766      | 952.71  | -22518.0016958 |
| 1INCHUSDT    | 0.001668      | 0.001733    | 95.75         | 0.01819      | 0.01647     | 0.0            | 0.8338                 | 0.01024      | 865.58  | -22518.0016678 |
| DASHUSDT     | 0.00166       | 0.001663    | 90.63         | 0.01487      | 0.01539     | 0.0            | 0.7403                 | 0.01256      | 1190.66 | -22518.0016601 |
| IOTXUSDT     | 0.001648      | 0.001682    | 69.52         | 0.01774      | 0.01505     | 0.0            | 0.8914                 | 0.008452     | 635.85  | -22518.0016483 |
| CHZUSDT      | 0.00164       | 0.002116    | 50.77         | 0.01339      | 0.01475     | 0.0            | 0.5971                 | 0.01333      | 838.71  | -22518.0016396 |
| COTIUSDT     | 0.001633      | 0.001754    | 93.8          | 0.01781      | 0.01539     | 0.0            | 0.8738                 | 0.008169     | 790.71  | -22518.0016329 |
| GRTUSDT      | 0.001622      | 0.001794    | 92.12         | 0.01697      | 0.01748     | 0.0            | 0.7498                 | 0.01433      | 871.71  | -22518.0016221 |
| BAKEUSDT     | 0.001614      | 0.001973    | 55.2          | 0.0156       | 0.01207     | 0.0            | 0.9007                 | 0.006276     | 720.71  | -22518.0016138 |
| SUSHIUSDT    | 0.001613      | 0.001856    | 54.37         | 0.01211      | 0.01095     | 0.0            | 0.8977                 | 0.005123     | 977.71  | -22518.0016127 |
| AVAXUSDT     | 0.001598      | 0.001956    | 92.78         | 0.01394      | 0.01754     | 0.0            | 0.7963                 | 0.01365      | 958.71  | -22518.0015976 |
| SNXUSDT      | 0.001587      | 0.001432    | 76.28         | 0.01502      | 0.0162      | 0.0            | 0.7541                 | 0.01002      | 998.7   | -22518.0015869 |
| TRBUSDT      | 0.001566      | 0.002044    | 82.17         | 0.01216      | 0.01536     | 0.0            | 0.6422                 | 0.01405      | 978.71  | -22518.0015661 |
| XEMUSDT      | 0.001529      | 0.001814    | 85.05         | 0.01372      | 0.01581     | 0.0            | 0.7222                 | 0.01554      | 797.71  | -22518.0015294 |
| IOSTUSDT     | 0.001527      | 0.001418    | 91.45         | 0.01825      | 0.01906     | 0.0            | 0.6808                 | 0.01304      | 1173.66 | -22518.0015275 |
| ONEUSDT      | 0.001526      | 0.001713    | 89.83         | 0.01716      | 0.01992     | 0.0            | 0.7827                 | 0.01471      | 782.71  | -22518.0015257 |
| ALICEUSDT    | 0.001525      | 0.001622    | 56.3          | 0.01773      | 0.0179      | 0.0            | 0.8714                 | 0.006656     | 784.87  | -22518.001525  |
| APEUSDT      | 0.001487      | 0.002742    | 64.42         | 0.01218      | 0.01416     | 0.0            | 0.7949                 | 0.01467      | 418.37  | -22518.0014869 |
| ROSEUSDT     | 0.001461      | 0.001653    | 67.7          | 0.01583      | 0.01518     | 0.0            | 0.8792                 | 0.007314     | 494.85  | -22518.0014612 |
| STORJUSDT    | 0.001457      | 0.001335    | 47.47         | 0.01931      | 0.01904     | 0.0            | 0.8254                 | 0.006872     | 965.7   | -22518.0014565 |
| UNIUSDT      | 0.001425      | 0.001325    | 94.58         | 0.0137       | 0.01794     | 0.0            | 0.803                  | 0.01133      | 963.71  | -22518.0014254 |
| DEFIUSDT     | 0.00141       | 0.001429    | 89.92         | 0.01844      | 0.01503     | 0.0            | 0.8846                 | 0.007933     | 984.71  | -22518.0014099 |
| LRCUSDT      | 0.001389      | 0.001606    | 91.0          | 0.01787      | 0.01721     | 0.0            | 0.7307                 | 0.01272      | 932.7   | -22518.0013886 |
| ICXUSDT      | 0.001388      | 0.001352    | 94.12         | 0.0156       | 0.01697     | 0.0            | 0.736                  | 0.01192      | 966.71  | -22518.0013884 |
| BELUSDT      | 0.001363      | 0.001425    | 84.15         | 0.01825      | 0.01902     | 0.0            | 0.6797                 | 0.012        | 902.71  | -22518.0013633 |
| CRVUSDT      | 0.001362      | 0.001396    | 68.75         | 0.01904      | 0.01863     | 0.0            | 0.782                  | 0.01112      | 980.71  | -22518.0013622 |
| COMPUSDT     | 0.001355      | 0.001405    | 91.32         | 0.01998      | 0.0196      | 0.0            | 0.7801                 | 0.01243      | 1043.62 | -22518.0013553 |
| IOTAUSDT     | 0.001354      | 0.001941    | 92.92         | 0.00716      | 0.008183    | 0.0            | 0.8551                 | 0.0075       | 1182.66 | -22518.0013536 |
| RSRUSDT      | 0.001343      | 0.001894    | 95.1          | 0.01285      | 0.01686     | 0.0            | 0.7366                 | 0.01453      | 932.7   | -22518.0013432 |
| OMGUSDT      | 0.001339      | 0.001265    | 67.73         | 0.01045      | 0.01368     | 0.0            | 0.7892                 | 0.01067      | 1041.62 | -22518.0013392 |
| SANDUSDT     | 0.001339      | 0.001715    | 90.92         | 0.01807      | 0.01747     | 0.0            | 0.8135                 | 0.01322      | 834.71  | -22518.0013392 |
| THETAUSDT    | 0.001338      | 0.001391    | 91.65         | 0.01401      | 0.01638     | 0.0            | 0.8154                 | 0.008773     | 1077.66 | -22518.0013376 |
| YFIUSDT      | 0.001337      | 0.001628    | 86.57         | 0.01152      | 0.01645     | 0.0            | 0.7431                 | 0.01339      | 981.71  | -22518.0013374 |
| GMTUSDT      | 0.001336      | 0.001528    | 69.92         | 0.01916      | 0.01903     | 0.0            | 0.8259                 | 0.01173      | 420.83  | -22518.0013355 |
| BATUSDT      | 0.001335      | 0.001625    | 72.0          | 0.0191       | 0.0151      | 0.0            | 0.8388                 | 0.008747     | 1181.66 | -22518.0013353 |
| DGBUSDT      | 0.001304      | 0.00149     | 65.15         | 0.01208      | 0.01108     | 0.0            | 0.9093                 | 0.007123     | 748.85  | -22518.001304  |
| DENTUSDT     | 0.001265      | 0.001371    | 80.13         | 0.01475      | 0.0148      | 0.0            | 0.8077                 | 0.008993     | 776.83  | -22518.0012649 |
| NEARUSDT     | 0.001233      | 0.001205    | 31.45         | 0.01968      | 0.01873     | 0.0            | 0.8938                 | 0.006454     | 936.66  | -22518.0012329 |
| MASKUSDT     | 0.001207      | 0.001274    | 86.72         | 0.01205      | 0.01875     | 0.0            | 0.7893                 | 0.01369      | 620.85  | -22518.0012071 |
| ALPHAUSDT    | 0.001204      | 0.001397    | 68.87         | 0.01785      | 0.01723     | 0.0            | 0.7354                 | 0.01155      | 897.71  | -22518.0012043 |
| FILUSDT      | 0.001176      | 0.001152    | 92.77         | 0.01908      | 0.01994     | 0.0            | 0.68                   | 0.01444      | 935.75  | -22518.0011761 |
| MANAUSDT     | 0.001151      | 0.001234    | 85.97         | 0.01906      | 0.01918     | 0.0            | 0.892                  | 0.008253     | 785.71  | -22518.0011507 |
| HBARUSDT     | 0.001146      | 0.001294    | 89.67         | 0.0187       | 0.01555     | 0.0            | 0.8549                 | 0.008293     | 783.71  | -22518.0011458 |
| ONTUSDT      | 0.001142      | 0.001129    | 92.7          | 0.0169       | 0.01593     | 0.0            | 0.8403                 | 0.01139      | 1183.66 | -22518.0011421 |
| ALGOUSDT     | 0.001133      | 0.001802    | 85.87         | 0.01633      | 0.01809     | 0.0            | 0.5113                 | 0.02099      | 1057.62 | -22518.0011326 |
| KSMUSDT      | 0.001123      | 0.001393    | 71.32         | 0.01903      | 0.01557     | 0.0            | 0.8756                 | 0.007594     | 937.71  | -22518.0011226 |
| MATICUSDT    | 0.001107      | 0.001483    | 92.2          | 0.01546      | 0.01393     | 0.0            | 0.8692                 | 0.00779      | 929.71  | -22518.0011072 |
| MTLUSDT      | 0.0011        | 0.001021    | 62.12         | 0.01753      | 0.01825     | 0.0            | 0.748                  | 0.01023      | 769.71  | -22518.0011002 |
| UNFIUSDT     | 0.001097      | 0.001073    | 85.25         | 0.01481      | 0.01885     | 0.0            | 0.7708                 | 0.009665     | 809.71  | -22518.0010965 |
| BANDUSDT     | 0.001095      | 0.001142    | 92.63         | 0.01653      | 0.0167      | 0.0            | 0.8279                 | 0.01133      | 1014.71 | -22518.001095  |
| DOTUSDT      | 0.001083      | 0.001586    | 58.58         | 0.009908     | 0.01041     | 0.0            | 0.8649                 | 0.006966     | 990.71  | -22518.0010827 |
| NEOUSDT      | 0.001071      | 0.001094    | 61.13         | 0.01894      | 0.01615     | 0.0            | 0.8718                 | 0.008176     | 1177.63 | -22518.0010713 |
| FTMUSDT      | 0.001037      | 0.001503    | 45.58         | 0.01621      | 0.01462     | 0.0            | 0.801                  | 0.006773     | 957.71  | -22518.0010368 |
| SXPUSDT      | 0.00103       | 0.001048    | 70.8          | 0.01662      | 0.01852     | 0.0            | 0.8203                 | 0.009972     | 1022.62 | -22518.0010304 |
| EOSUSDT      | 0.001019      | 0.001011    | 95.53         | 0.0137       | 0.01869     | 0.0            | 0.7035                 | 0.01431      | 1217.66 | -22518.0010193 |
| ATOMUSDT     | 0.0009918     | 0.00163     | 95.38         | 0.008542     | 0.01021     | 0.0            | 0.8337                 | 0.008569     | 1187.49 | -22518.0009918 |
| XTZUSDT      | 0.0009852     | 0.00136     | 77.42         | 0.0125       | 0.01099     | 0.0            | 0.8787                 | 0.00632      | 1188.66 | -22518.0009852 |
| KAVAUSDT     | 0.0009616     | 0.001052    | 56.4          | 0.01491      | 0.01642     | 0.0            | 0.772                  | 0.01093      | 1015.7  | -22518.0009616 |
| KNCUSDT      | 0.0009336     | 0.001049    | 81.95         | 0.01512      | 0.01599     | 0.0            | 0.7724                 | 0.009663     | 1051.63 | -22518.0009336 |
| BCHUSDT      | 0.0009085     | 0.0008485   | 55.23         | 0.01517      | 0.01652     | 0.0            | 0.8888                 | 0.005954     | 1225.0  | -22518.0009085 |
| LINKUSDT     | 0.0008606     | 0.001043    | 65.1          | 0.01779      | 0.01593     | 0.0            | 0.8573                 | 0.008522     | 1208.66 | -22518.0008606 |
| VETUSDT      | 0.0008576     | 0.001055    | 89.82         | 0.01443      | 0.01438     | 0.0            | 0.8325                 | 0.009412     | 1180.66 | -22518.0008576 |
| XMRUSDT      | 0.0008109     | 0.0008883   | 62.88         | 0.0135       | 0.01231     | 0.0            | 0.9316                 | 0.003564     | 1191.66 | -22518.0008109 |
| MKRUSDT      | 0.0007846     | 0.0008068   | 56.98         | 0.01903      | 0.01797     | 0.0            | 0.8463                 | 0.007196     | 999.71  | -22518.0007846 |
| ZECUSDT      | 0.0007774     | 0.0009982   | 95.1          | 0.01433      | 0.01615     | 0.0            | 0.7301                 | 0.01365      | 1189.66 | -22518.0007774 |
| LTCUSDT      | 0.0007753     | 0.0008019   | 94.55         | 0.01836      | 0.01779     | 0.0            | 0.8324                 | 0.01036      | 1216.66 | -22518.0007753 |
| DOGEUSDT     | 0.0007499     | 0.001118    | 66.65         | 0.01568      | 0.01608     | 0.0            | 0.8855                 | 0.005216     | 1033.62 | -22518.0007499 |
| XRPUSDT      | 0.0007374     | 0.0008886   | 76.57         | 0.01595      | 0.01706     | 0.0            | 0.87                   | 0.00466      | 1219.65 | -22518.0007374 |
| QTUMUSDT     | 0.0006738     | 0.0007874   | 82.2          | 0.01915      | 0.01772     | 0.0            | 0.8338                 | 0.007958     | 1174.66 | -22518.0006738 |
| TRXUSDT      | 0.0006613     | 0.0008595   | 89.07         | 0.01244      | 0.01169     | 0.0            | 0.8375                 | 0.008985     | 1210.66 | -22518.0006613 |
| XLMUSDT      | 0.0006573     | 0.0007842   | 92.3          | 0.01937      | 0.01678     | 0.0            | 0.8471                 | 0.00787      | 1205.66 | -22518.0006573 |
| BALUSDT      | 0.0006403     | 0.0007052   | 80.92         | 0.01961      | 0.01641     | 0.0            | 0.9068                 | 0.005502     | 980.71  | -22518.0006403 |
| RVNUSDT      | 0.0006323     | 0.0007206   | 95.63         | 0.01718      | 0.01736     | 0.0            | 0.8183                 | 0.008977     | 805.71  | -22518.0006323 |
| RUNEUSDT     | 0.0006223     | 0.0008086   | 44.03         | 0.01642      | 0.0141      | 0.0            | 0.9459                 | 0.002339     | 977.7   | -22518.0006223 |
| EGLDUSDT     | 0.0004533     | 0.0008197   | 35.73         | 0.009912     | 0.008578    | 0.0            | 0.8681                 | 0.005044     | 967.71  | -22518.0004533 |
| TOMOUSDT     | 0.0004035     | 0.0004529   | 43.97         | 0.01304      | 0.009172    | 0.0            | 0.9454                 | 0.002132     | 939.71  | -22518.0004035 |
| ZILUSDT      | 0.000401      | 0.0005664   | 25.83         | 0.01053      | 0.007306    | 0.0            | 0.8932                 | 0.003779     | 1055.62 | -22518.000401  |
| SOLUSDT      | 0.000391      | 0.0009847   | 82.18         | 0.01323      | 0.01891     | 0.0            | 0.7851                 | 0.01087      | 967.71  | -22518.000391  |
| ETCUSDT      | 0.0003885     | 0.0004859   | 61.47         | 0.01864      | 0.01967     | 0.0            | 0.853                  | 0.006205     | 1209.66 | -22518.0003885 |
| BNBUSDT      | 0.0003447     | 0.0005519   | 85.33         | 0.01068      | 0.01095     | 0.0            | 0.6861                 | 0.009375     | 1184.66 | -22518.0003447 |
| ETHUSDT      | 0.0003439     | 0.0004759   | 95.83         | 0.01159      | 0.01116     | 0.0            | 0.8669                 | 0.007647     | 1225.0  | -22518.0003439 |
| ADAUSDT      | 0.0003256     | 0.0004192   | 81.43         | 0.01636      | 0.0159      | 0.0            | 0.8571                 | 0.00596      | 1194.66 | -22518.0003256 |
| BTCDOMUSDT   | 0.0003105     | 0.000355    | 71.93         | 0.01181      | 0.009506    | 0.0            | 0.9243                 | 0.006297     | 687.85  | -22518.0003105 |
| BTCUSDT      | 0.0002489     | 0.0004119   | 93.52         | 0.01051      | 0.01169     | 0.0            | 0.9152                 | 0.00608      | 1225.0  | -22518.0002489 |
| WAVESUSDT    | 0.0002332     | 0.0002864   | 30.68         | 0.02075      | 0.01987     | 0.0            | 0.8124                 | 0.007302     | 1000.71 | -22517.9249686 |
| AAVEUSDT     | 0.0001333     | 0.0003165   | 60.25         | 0.0252       | 0.0202      | 0.0            | 0.9004                 | 0.005086     | 935.71  | -22517.2810392 |
| AXSUSDT      | 0.0001866     | 0.0005343   | 72.25         | 0.02867      | 0.02499     | 0.0            | 0.8827                 | 0.006632     | 900.7   | -22512.1391009 |
+--------------+---------------+-------------+---------------+--------------+-------------+----------------+------------------------+--------------+---------+----------------+

